City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
349,Lusambo,CD,-4.9667,23.45,68.95,90,80,0.09,broken clouds
350,Ust-Maya,RU,60.4167,134.5333,14.83,94,100,5.95,overcast clouds
351,Nizhnyaya Poyma,RU,56.1622,97.1933,33.73,71,100,5.91,overcast clouds
352,Kiunga,PG,-6.1219,141.2906,72.32,99,99,0.78,overcast clouds
353,Llanes,ES,43.4198,-4.7549,64.27,83,100,7.72,light rain
354,Ewa Beach,US,21.3156,-158.0072,84.02,60,75,11.5,broken clouds
355,Tual,ID,-5.6667,132.75,83.8,71,100,3.74,overcast clouds
356,Perevolotskiy,RU,51.8763,54.1938,39.34,88,100,1.41,overcast clouds
357,Basoko,CD,1.2391,23.616,72.01,94,93,3.36,overcast clouds
358,Moyale,KE,3.5167,39.0584,72.57,57,56,5.97,broken clouds
359,Ahipara,NZ,-35.1667,173.1667,64.69,75,100,9.37,overcast clouds
360,Abu Samrah,SY,35.3029,37.1841,66.11,55,99,4.38,overcast clouds
361,Padang,ID,-0.9492,100.3543,77.61,88,87,2.86,overcast clouds
362,Isangel,VU,-19.55,169.2667,80.71,74,7,5.75,clear sky
363,Gigmoto,PH,13.7796,124.39,79.65,80,9,11.14,clear sky
364,Lingao,CN,19.9103,109.6859,75.15,91,96,12.53,overcast clouds
365,Riyadh,SA,24.6877,46.7219,73.54,27,100,6.6,overcast clouds
366,Hamakita,JP,34.8,137.7833,55.27,78,0,1.01,clear sky
367,Santa Maria,BR,-29.6842,-53.8069,78.1,66,5,8.28,clear sky
368,Kunming,CN,25.0389,102.7183,53.53,100,90,6.71,mist
369,Kruisfontein,ZA,-34.0033,24.7314,55.89,73,8,8.1,clear sky
370,Ndjole,GA,-0.1783,10.7649,76.28,95,98,1.07,overcast clouds
371,Miandrivazo,MG,-19.5167,45.4667,74.39,64,74,4.14,broken clouds
372,Shetpe,KZ,44.1667,52.1167,46.49,87,100,3.94,overcast clouds
373,Madingou,CG,-4.1536,13.55,73.56,92,100,3.24,overcast clouds
374,Havoysund,NO,70.9963,24.6622,38.28,66,100,34.83,overcast clouds
375,Bambous Virieux,MU,-20.3428,57.7575,72.21,94,75,2.3,broken clouds
376,Jadu,LY,31.953,12.0261,62.15,58,72,1.19,broken clouds
377,Lakes Entrance,AU,-37.8811,147.981,54.16,62,21,13.49,few clouds
378,Batsfjord,NO,70.6345,29.7185,35.82,86,20,21.85,few clouds
379,Gazojak,TM,41.1875,61.4036,45.66,52,0,6.29,clear sky
380,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,80,0,5.99,clear sky
381,Barcelos,PT,41.5388,-8.6151,66.92,95,100,20.24,overcast clouds
382,Jensen Beach,US,27.2545,-80.2298,84.25,54,40,3,scattered clouds
383,Waw,SS,7.7029,27.9953,79.75,59,76,6.31,broken clouds
384,Cedar City,US,37.6775,-113.0619,67.39,32,1,0,clear sky
385,Luderitz,NA,-26.6481,15.1594,60.13,82,0,10.47,clear sky
386,Valparaiso,CL,-33.0393,-71.6273,64.63,70,0,10.36,fog
387,Sarangani,PH,5.4033,125.4636,83.84,72,39,15.43,scattered clouds
388,Hamilton,US,39.1834,-84.5333,59.36,96,90,1.01,moderate rain
389,Ashoknagar,IN,24.5667,77.7167,63.91,48,30,4.09,scattered clouds
390,Sayyan,YE,15.1718,44.3244,52.75,32,1,7.9,clear sky
391,Whitehorse,CA,60.7161,-135.0538,35.1,64,75,11.01,broken clouds
392,Laguna,US,38.421,-121.4238,80.44,63,1,1.99,clear sky
393,Ancud,CL,-41.8697,-73.8203,54.93,77,91,11.1,overcast clouds
394,Mehamn,NO,71.0357,27.8492,39.15,75,40,18.41,scattered clouds
395,Scarborough,GB,54.2797,-0.4044,50.07,85,100,1.99,overcast clouds
396,Maningrida,AU,-12.0667,134.2667,78.17,77,99,2.08,overcast clouds
397,Kenai,US,60.5544,-151.2583,30.15,93,1,6.91,clear sky
398,Xicotencatl,MX,23.0167,-98.8833,89.2,26,0,5.21,clear sky
399,Mengcheng,CN,33.2579,116.5655,57.79,68,0,5.17,light rain
400,Tikrit,IQ,34.6071,43.6782,72.99,38,12,9.84,few clouds
401,Slave Lake,CA,55.2834,-114.769,40.98,45,1,16.11,clear sky
402,Riachao Do Jacuipe,BR,-11.8069,-39.3856,77.38,49,37,13.51,scattered clouds
403,Manta,EC,-0.95,-80.7333,83.98,58,0,14.97,clear sky
404,Syamzha,RU,60.0158,41.0614,44.35,93,100,11.63,overcast clouds
405,Amberley,US,39.2048,-84.428,58.71,96,90,1.99,moderate rain
406,Buckingham,GB,51.9997,-0.9878,49.82,90,73,11.27,broken clouds
407,General Roca,AR,-39.0333,-67.5833,88.63,9,87,7.31,overcast clouds
408,Virginia Beach,US,36.8529,-75.978,73.47,64,62,5.01,broken clouds
409,Wagar,SD,16.1525,36.2032,84.38,39,0,12.93,clear sky
410,Tayu,ID,-6.5397,111.0518,79.83,82,100,4.09,overcast clouds
411,Dabwali,IN,29.95,74.7333,67.6,33,0,3.33,clear sky
412,Kaeo,NZ,-35.1,173.7833,68.32,79,100,8.05,overcast clouds
413,San Martin,AR,-33.081,-68.4681,91.94,14,1,8.12,clear sky
414,Salalah,OM,17.0151,54.0924,82.49,69,0,4.61,clear sky
415,Hanmer Springs,NZ,-42.5167,172.8167,60.62,65,6,3.74,clear sky
416,Sussex,US,41.1834,-74.6663,54.68,67,90,13.8,overcast clouds
417,Anlu,CN,31.1661,112.5831,57.7,75,0,0.92,light rain
418,Boone,US,39.0334,-92.3335,51.66,96,100,4,overcast clouds
419,Kangaatsiaq,GL,68.3065,-53.4641,32.4,95,100,13.85,light snow
420,La Pintada,CO,5.7487,-75.6063,84.34,69,93,2.24,overcast clouds
421,Safaga,EG,26.7292,33.9365,79.95,41,12,11.77,few clouds
422,Dejen,ET,10.1667,38.1333,54.63,54,75,3.67,broken clouds
423,Cortez,US,37.3489,-108.5859,67.68,35,1,12.66,clear sky
424,Aquidauana,BR,-20.4711,-55.7872,86.36,50,90,10.49,overcast clouds
425,Berezovyy,RU,51.6667,135.7,34.95,81,100,1.52,overcast clouds
426,Lalsot,IN,26.5667,76.3333,65.07,49,0,1.48,clear sky
427,Praia,CV,14.9215,-23.5087,79.34,78,75,13.8,broken clouds
428,Havelock,US,34.8791,-76.9013,71.55,69,16,8.01,few clouds
429,Ebetsu,JP,43.1081,141.5506,36.12,96,0,4.61,clear sky
430,Visnes,NO,59.3556,5.2242,56.21,88,90,23.02,light rain
431,Auki,SB,-8.7676,160.7034,82.29,76,56,5.06,broken clouds
432,Pacific Grove,US,36.6177,-121.9166,84.58,75,1,1.01,clear sky
433,Port Elizabeth,ZA,-33.918,25.5701,58.1,79,21,9.15,few clouds
434,Ilebo,CD,-4.3167,20.5833,69.53,92,91,1.7,overcast clouds
435,Zeya,RU,53.75,127.2667,25.39,40,58,8.16,broken clouds
436,Boende,CD,-0.2167,20.8667,69.33,99,99,1.05,overcast clouds
437,Sokoni,TZ,-6.4333,39.55,79.12,78,9,12.86,clear sky
438,Lincoln,US,40.8,-96.667,62.51,33,1,1.01,clear sky
439,Lewistown,US,40.5992,-77.5714,52.48,96,90,12.66,overcast clouds
440,Sterling,US,39.0062,-77.4286,62.49,97,90,3,mist
441,Mbalmayo,CM,3.5167,11.5,71.92,97,75,0.63,light rain
442,Linguere,SN,15.3953,-15.1193,88.02,51,0,4.61,clear sky
443,Conde,BR,-7.2597,-34.9075,74.66,88,75,13.8,broken clouds
444,Kantang,TH,7.4054,99.5156,76.82,94,43,4.12,scattered clouds
445,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,89.4,58,40,4.61,scattered clouds
446,Sayansk,RU,54.1088,102.1648,25.56,66,77,4.7,broken clouds
447,Rabak,SD,13.1809,32.74,90.52,29,58,7.92,broken clouds
448,Palm Coast,US,29.585,-81.2078,72.25,64,69,1.01,broken clouds
449,Kavaratti,IN,10.5669,72.642,81.97,70,95,2.71,overcast clouds
450,Mackenzie,CA,55.2999,-123.1698,35.82,51,40,2.3,scattered clouds
451,Taoudenni,ML,22.6783,-3.9836,84.83,18,7,6.78,clear sky
452,Netarhat,IN,23.4833,84.2667,56.25,91,94,1.36,overcast clouds
453,Parthenay,FR,46.6667,-0.4167,54.95,92,100,10.42,overcast clouds
454,Viedma,AR,-40.8135,-62.9967,95.76,18,60,16.2,broken clouds
455,Vryburg,ZA,-26.9566,24.7284,65.12,45,0,8.48,clear sky
456,Hervey Bay,AU,-25.2986,152.8535,78.91,84,69,15.19,broken clouds
457,Sechura,PE,-5.5569,-80.8222,75.88,56,83,16.96,broken clouds
458,Jacareacanga,BR,-6.2222,-57.7528,84.09,67,83,3.36,broken clouds
459,Bobrovka,RU,54.047,61.7455,26.85,64,3,3.27,clear sky
460,Iki-Burul,RU,45.8208,44.6472,46.74,90,9,6.26,clear sky
461,Yantal,RU,56.8471,105.2542,27.52,53,100,5.88,overcast clouds
462,Ciudad Bolivar,VE,8.1222,-63.5497,85.8,63,87,5.73,overcast clouds
463,Ostrovnoy,RU,68.0531,39.5131,37.17,94,100,19.42,overcast clouds
464,Raton,US,36.9034,-104.4391,68.58,23,1,9.22,clear sky
465,Tautira,PF,-17.7333,-149.15,80.62,74,47,13,scattered clouds
466,Chutove,UA,49.7104,35.1603,43.68,78,0,5.32,clear sky
467,Rzhanitsa,RU,53.4284,33.923,43.72,94,32,5.44,scattered clouds
468,Jintur,IN,19.6167,76.7,66.13,53,98,7.07,overcast clouds
469,Constitucion,CL,-35.3333,-72.4167,64.92,59,93,17.94,overcast clouds
470,Jussara,BR,-23.6214,-52.4694,81.84,61,73,3.74,broken clouds
471,Itoman,JP,26.1247,127.6694,71.62,75,0,5.75,clear sky
472,Matara,LK,5.9485,80.5353,76.39,91,73,2.8,broken clouds
473,Harper,LR,4.375,-7.7169,77.31,85,99,6.71,overcast clouds
474,Kieta,PG,-6.2167,155.6333,82.92,76,96,5.55,light rain
475,Linqiong,CN,30.4159,103.4609,58.82,86,52,0.63,broken clouds
476,Bullhead City,US,35.1478,-114.5683,89.11,19,1,18.41,clear sky
477,Grand-Santi,GF,4.25,-54.3833,82.33,63,53,1.74,broken clouds
478,Oistins,BB,13.0667,-59.5333,82.49,65,20,13.8,few clouds
479,Shahrud,IR,36.4182,54.9763,48.63,41,78,0.69,broken clouds
480,Victoria,HK,22.2855,114.1577,76.98,91,83,4,broken clouds
481,Selma,US,36.5708,-119.6121,83.03,66,57,3.74,broken clouds
482,Tammisaari,FI,59.9736,23.4339,50.67,91,45,13.29,scattered clouds
483,Cabedelo,BR,-6.9811,-34.8339,75.87,79,71,14.76,broken clouds
484,Magadi,IN,12.9667,77.2333,68.34,96,100,6.15,overcast clouds
485,Ilulissat,GL,69.2167,-51.1,24.82,86,75,8.05,broken clouds
486,Bakchar,RU,57.0186,82.0711,28.78,89,100,11.59,snow
487,Bhadrachalam,IN,17.6667,80.8833,74.16,92,98,0.87,overcast clouds
488,Piacabucu,BR,-10.4056,-36.4344,75.79,71,40,6.71,scattered clouds
489,Lazaro Cardenas,MX,17.9583,-102.2,84.49,68,0,5.26,clear sky
490,Chico,US,39.7285,-121.8375,75.67,60,75,1.99,broken clouds
491,Araouane,ML,18.9048,-3.5265,84.65,24,82,10.8,broken clouds
492,Mango,US,27.9797,-82.3065,79.86,71,90,9.22,overcast clouds
493,Yangambi,CD,0.8102,24.4336,69.87,98,88,2.13,overcast clouds
494,Cockburn Town,TC,21.4612,-71.1419,82.35,73,71,7.78,broken clouds
495,Chacabuco,AR,-34.6417,-60.4739,86.85,12,3,12.12,clear sky
496,Peebles,GB,55.6519,-3.1888,45.97,10,100,1.01,overcast clouds
497,Adrar,MR,20.5022,-10.0711,78.57,24,52,10.74,broken clouds
498,Ola,RU,59.5833,151.2833,26.49,84,78,3.76,broken clouds
499,Lobez,PL,53.6392,15.6213,46.31,86,22,7.92,few clouds
500,Ocos,GT,14.5094,-92.1933,87.98,69,8,6.35,clear sky
501,Half Moon Bay,US,37.4636,-122.4286,81.14,67,20,5.75,few clouds
502,Maceio,BR,-9.6658,-35.7353,81.84,65,0,3.44,clear sky
503,Muravlenko,RU,63.7898,74.523,17.19,93,100,27.34,snow
504,Henties Bay,NA,-22.116,14.2845,58.86,82,0,5.3,clear sky
505,Hit,IQ,33.6416,42.8251,72.5,31,11,3.74,few clouds
506,Sinnamary,GF,5.3833,-52.95,80.98,75,22,8.03,few clouds
507,Canatlan,MX,24.5167,-104.7833,72.25,25,0,4.47,clear sky
508,Cantagallo,CO,7.376,-73.9196,78.84,82,100,1.52,overcast clouds
509,La Rioja,ES,42.25,-2.5,51.04,85,100,4.63,overcast clouds
510,Husavik,IS,66.0449,-17.3389,39.11,98,100,1.1,overcast clouds
511,Nanakuli,US,21.3906,-158.1547,84.04,61,20,9.22,few clouds
512,Pontianak,ID,-0.0333,109.3333,75.18,94,90,6.91,overcast clouds
513,Klaksvik,FO,62.2266,-6.589,45.52,87,100,2.15,overcast clouds
514,Rodrigues Alves,BR,-7.738,-72.6509,77.2,75,94,1.23,overcast clouds
515,Amga,RU,60.8953,131.9608,15.66,95,100,4.79,overcast clouds
516,Iguape,BR,-24.7081,-47.5553,71.13,86,5,8.81,clear sky
517,Kharan,PK,28.5833,65.4167,69.58,25,0,9.01,clear sky
518,Rio Branco,BR,-9.9747,-67.81,90.21,40,40,2.3,scattered clouds
519,Letpadan,MM,17.7833,95.75,73.96,95,98,3.83,overcast clouds
520,Salinopolis,BR,-0.6136,-47.3561,79.7,82,98,6.02,overcast clouds
521,Pokhara,NP,28.2333,83.9833,59.59,56,0,6.04,clear sky
522,Bereda,ES,43.2686,-7.5406,55.42,99,100,1.07,light rain
523,Yumen,CN,40.2833,97.2,37.6,48,5,7.61,clear sky
524,Limbe,CM,4.0242,9.2149,79.65,88,100,0.94,moderate rain
525,Thanh Hoa,VN,19.8,105.7667,70.65,96,100,8.05,overcast clouds
526,Baculin,PH,7.4525,126.5842,77.5,85,30,4.34,scattered clouds
527,Sistranda,NO,63.7256,8.834,53.91,85,100,12.06,overcast clouds
528,Vakhrushev,RU,48.9833,142.9667,38.08,67,0,3.15,clear sky
529,Jinchang,CN,38.4953,102.1739,42.69,35,30,3.04,scattered clouds
530,Homer,US,59.6425,-151.5483,35.04,76,90,5.75,overcast clouds
531,Ventspils,LV,57.3894,21.5606,40.93,100,73,2.3,mist
532,Outjo,NA,-20.1167,16.15,78.66,31,60,13.62,broken clouds
533,Vanavara,RU,60.34,102.2797,28.06,67,100,8.16,overcast clouds
534,Mumford,GH,5.2618,-0.759,79.45,85,100,10.8,light rain
535,Kalmunai,LK,7.4167,81.8167,79.34,81,88,1.41,overcast clouds
536,Weligama,LK,5.9667,80.4167,76.69,90,71,2.15,broken clouds
537,Okhotsk,RU,59.3833,143.3,15.87,71,1,15.28,clear sky
538,Erenhot,CN,43.6475,111.9767,37.81,56,2,8.01,clear sky
539,Sola,VU,-13.8833,167.55,84.87,74,40,0,scattered clouds
540,Yala,TH,6.3333,101.25,74.7,98,46,1.54,scattered clouds
541,Nelson Bay,AU,-32.7167,152.15,69.1,70,10,4,clear sky
542,Yokadouma,CM,3.5167,15.05,68.83,98,95,2.73,light rain
543,Three Hills,CA,51.7001,-113.2686,44.58,44,100,10.13,overcast clouds
544,Ratchaburi,TH,13.5833,99.5333,78.22,95,24,2.37,few clouds
545,Sorland,NO,67.667,12.6934,45.88,83,100,19.13,overcast clouds
546,Manokwari,ID,-0.8667,134.0833,78.75,69,100,3.96,overcast clouds
547,San Cristobal,VE,7.7669,-72.225,78.98,96,100,2.62,overcast clouds
548,Sobolevo,RU,54.4299,31.8996,46.76,94,61,8.46,broken clouds
549,Plettenberg Bay,ZA,-34.0527,23.3716,62.17,83,100,11.45,overcast clouds
550,Ambon,ID,-3.6954,128.1814,75.34,94,40,8.05,scattered clouds
551,Kemijarvi,FI,66.7131,27.4306,28.15,98,57,1.45,broken clouds
552,Luanda,AO,-8.8368,13.2343,77.65,81,100,10.45,overcast clouds
553,Letterkenny,IE,54.95,-7.7333,45.54,96,96,2.77,overcast clouds
554,Gamba,GA,-2.65,10,76.89,91,96,3.47,light rain
555,Kabelvag,NO,68.2114,14.4817,40.53,93,0,3.44,clear sky
556,Beinamar,TD,8.6698,15.3813,77.16,66,95,3.69,overcast clouds
557,Cuamba,MZ,-14.8031,36.5372,70.32,44,8,4.45,clear sky
558,Tvedestrand,NO,58.622,8.9315,55.31,92,100,9.24,overcast clouds
559,Arman,RU,59.7,150.1667,21.33,79,40,5.95,scattered clouds
560,Fort Saint James,CA,54.4333,-124.25,39.94,39,1,8.32,clear sky
561,Gimli,CA,50.6336,-96.9907,49.42,76,100,14.97,overcast clouds
562,Ariquemes,BR,-9.9133,-63.0408,91.2,43,96,2.21,overcast clouds
563,Verkhoyansk,RU,67.5447,133.385,6.78,96,100,3.4,overcast clouds
564,Grande Prairie,CA,55.1667,-118.8027,39.38,38,20,16.11,few clouds
565,Kovdor,RU,67.5662,30.4758,24.42,98,26,3.42,scattered clouds
566,Atherton,GB,53.5237,-2.4935,50.72,86,99,1.99,overcast clouds
567,Muli,MV,2.9167,73.5667,82.2,77,98,11.34,overcast clouds
568,Broome,US,42.2506,-75.833,54.64,68,90,3,overcast clouds
569,Marawi,PH,7.9986,124.2928,64.65,93,10,2.01,clear sky
570,Canon City,US,38.441,-105.2424,76.03,19,1,5.99,clear sky
571,Quesnel,CA,52.9999,-122.5029,43.3,42,40,8.05,scattered clouds
572,Mana,GF,5.6592,-53.7767,79.81,80,94,8.5,overcast clouds
573,Beipiao,CN,41.7919,120.7792,45.79,76,71,3.76,broken clouds
574,Lagoa,PT,39.05,-27.9833,67.39,93,100,19.84,overcast clouds
575,Rostock,DE,54.0887,12.1405,51.1,82,41,10.78,scattered clouds
576,Klyuchi,RU,52.2667,79.1667,39.38,44,100,13.53,overcast clouds
577,Pemba,MZ,-12.974,40.5178,77.7,78,75,11.5,broken clouds
578,Baykit,RU,61.67,96.37,25.75,96,100,4.29,overcast clouds
579,Ponta Grossa,BR,-25.095,-50.1619,67.14,80,50,8.34,scattered clouds
580,Ommen,NL,52.5333,6.5,57.11,91,100,3,overcast clouds
581,Tamiahua,MX,21.2667,-97.45,80.29,56,28,7.18,scattered clouds
582,Pandan Niog,PH,6.2282,120.5631,83.35,72,35,3.65,scattered clouds
583,Bowen,AU,-20.0167,148.2333,75.42,77,0,3.98,clear sky
584,Marataizes,BR,-21.0433,-40.8244,72.18,90,100,10.71,overcast clouds
585,Macomer,IT,40.262,8.7699,52.54,85,12,1.23,few clouds
586,Rock Springs,US,41.5875,-109.2029,58.44,30,1,6.91,clear sky
587,Moindou,NC,-21.6924,165.677,75.15,66,15,3.56,few clouds
588,Payakumbuh,ID,-0.2202,100.6308,69.98,97,85,2.55,overcast clouds
589,Tenenkou,ML,14.4572,-4.9169,90.86,33,95,5.06,overcast clouds
590,Sulangan,PH,11.1373,123.7228,82.22,78,98,14,overcast clouds
591,Finnsnes,NO,69.2296,17.9811,36.34,100,100,0.56,overcast clouds
592,Paracatu,BR,-17.2222,-46.8747,81.86,41,28,3.65,scattered clouds
593,Uvarovka,RU,55.5278,35.6061,45.1,95,28,8.86,scattered clouds
594,Capleni,RO,47.7167,22.5,48.94,53,8,5.01,clear sky
595,Russell,US,32.3502,-85.1999,57.11,75,90,5.75,overcast clouds
596,Palmeirais,BR,-5.9778,-43.0633,85.32,50,87,2.44,overcast clouds
597,Necochea,AR,-38.5473,-58.7368,86.04,39,61,14.09,broken clouds
598,Macau,MO,22.2006,113.5461,76.73,83,40,10.36,scattered clouds
599,Palmer,US,42.1584,-72.3287,51.17,71,75,1.01,broken clouds
600,Bafq,IR,31.6128,55.4107,63.12,24,63,1.14,broken clouds
601,Bongaree,AU,-27.0797,153.1586,78.15,80,97,6.08,overcast clouds
602,Aswan,EG,24.0934,32.907,83.03,17,26,11.16,scattered clouds
603,Nevsehir,TR,38.9167,34.6667,43.81,71,0,8.05,clear sky
604,Vila Velha,BR,-20.3297,-40.2925,76.95,78,75,8.05,broken clouds
605,Orlik,RU,52.5178,99.825,24.82,80,42,3.6,scattered clouds
606,Preobrazheniye,RU,42.9019,133.9064,44.26,58,47,5.59,scattered clouds
607,Lubango,AO,-14.9172,13.4925,63.48,58,96,2.71,overcast clouds
608,Ndele,CF,8.4109,20.6473,77.43,55,100,0.92,overcast clouds
609,Corrales,US,35.2378,-106.6067,74.97,24,1,3,clear sky
610,Bilibino,RU,68.0546,166.4372,-13.22,89,99,3.33,overcast clouds
611,Khani,GE,41.9563,42.9566,42.37,92,100,2.21,overcast clouds
612,Kadnikov,RU,59.5022,40.338,43.52,93,94,10.67,overcast clouds
613,Payo,ID,-3.7508,103.6372,74.19,97,100,1.23,overcast clouds
614,East Wenatchee,US,47.4157,-120.2931,60.87,37,1,3,clear sky
615,Charagua,BO,-19.8,-63.2167,95.36,24,18,14.5,few clouds
616,Vila Franca Do Campo,PT,37.7167,-25.4333,72.19,93,82,15.86,broken clouds
617,Ladario,BR,-19.0047,-57.6017,84.49,65,75,6.91,broken clouds
618,Coreau,BR,-3.5333,-40.6567,83.57,56,70,9.28,broken clouds
619,Governador Dix-Sept Rosado,BR,-5.4577,-37.5209,82.24,65,42,20.29,scattered clouds
620,Tiznit,MA,29.5833,-9.5,63.03,72,4,0.74,clear sky
621,Pochutla,MX,15.7432,-96.4661,88.83,64,48,6.22,scattered clouds
622,Santa Cruz,BO,-17.8,-63.1667,90.86,51,20,16.11,few clouds
623,Mao,ES,39.8885,4.2658,66.76,72,20,9.22,few clouds
624,Ravar,IR,31.2656,56.8055,61,26,87,2.86,overcast clouds
625,Mayo,US,38.8876,-76.5119,63.18,95,90,4,heavy intensity rain
626,Montevideo,UY,-34.8335,-56.1674,84.22,65,0,11.99,clear sky
627,Mahdasht,IR,35.7299,50.8111,61.02,66,75,13.8,broken clouds
628,Banda Aceh,ID,5.5577,95.3222,74.68,91,100,5.21,light rain
629,Plouzane,FR,48.3833,-4.6167,55.49,85,0,13.8,clear sky
630,Wuning,CN,29.2589,120.2311,61.02,82,100,1.61,overcast clouds
631,Pundaguitan,PH,6.3711,126.1689,82,77,26,8.84,scattered clouds
632,Itarema,BR,-2.9248,-39.9167,80.33,67,47,11.1,scattered clouds
633,Batagay,RU,67.6333,134.6333,9.63,97,100,2.82,overcast clouds
634,Goderich,CA,43.7501,-81.7165,54.91,87,100,23.78,overcast clouds
635,Clyde River,CA,70.4692,-68.5914,28.63,100,90,9.22,light snow
636,Tomatlan,MX,19.9333,-105.25,87.37,63,28,8.79,scattered clouds
637,Batagay-Alyta,RU,67.8006,130.4114,-4.95,86,98,5.84,overcast clouds
638,Malindi,KE,-3.2175,40.1191,78.13,84,94,12.48,overcast clouds
639,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,88,20,8.05,few clouds
640,Tromso,NO,69.6496,18.957,36.37,87,20,2.3,few clouds
641,Elk City,US,35.412,-99.4043,66.42,18,1,11.5,clear sky
642,Ystad,SE,55.4297,13.8204,50.74,79,8,13.38,clear sky
643,Chazuta,PE,-6.5742,-76.1367,86.85,57,64,1.12,broken clouds
644,Biak,ID,-0.9131,122.8766,76.69,81,84,1.28,broken clouds
645,Sassandra,CI,4.95,-6.0833,76.69,87,88,6.17,overcast clouds
646,Jangipur,IN,24.4667,88.0667,70.99,65,59,7.34,broken clouds
647,Tura,IN,25.5198,90.2201,65.07,85,31,4.18,scattered clouds
648,Saryozek,KZ,44.3583,77.9753,41.29,85,100,5.17,light rain
649,Mareeba,AU,-17,145.4333,74.44,86,60,1.77,broken clouds
650,Pavilosta,LV,56.8879,21.1859,46.31,76,70,13.56,broken clouds
651,Parana,AR,-31.732,-60.5238,93.29,30,0,8.19,clear sky
652,Aksay,RU,47.26,39.87,50.25,59,6,5.99,clear sky
653,Ketchikan,US,55.3422,-131.6461,43.27,87,90,6.91,light rain
654,Angoche,MZ,-16.2325,39.9086,74.21,65,5,12.08,clear sky
655,Caravelas,BR,-17.7125,-39.2481,74.82,79,18,6.06,few clouds
656,Dudinka,RU,69.4058,86.1778,19.02,94,100,15.05,light snow
657,Dehloran,IR,32.6941,47.2679,78.22,40,100,11.14,overcast clouds
658,Balakhta,RU,55.38,91.6,38.17,72,100,10.94,overcast clouds
659,Vestmanna,FO,62.1564,-7.1664,43.72,100,75,1.14,broken clouds
660,Batemans Bay,AU,-35.7167,150.1833,56.1,49,17,7.4,few clouds
661,Zhuanghe,CN,39.7008,122.9911,50.74,87,7,5.3,light rain
662,Freeport,US,40.6576,-73.5832,57.22,69,90,10,overcast clouds
663,Elesbao Veloso,BR,-6.2019,-42.1403,88.02,37,97,4.65,overcast clouds
664,Paramirim,BR,-13.4425,-42.2389,78.62,46,25,7.02,scattered clouds
665,Phan Thiet,VN,10.9333,108.1,75.99,86,100,6.69,overcast clouds
666,Kununurra,AU,-15.7667,128.7333,80.58,83,11,3.44,few clouds
667,Playas,EC,-2.6333,-80.3833,75.15,74,98,16.49,overcast clouds
668,Pangai,TO,-19.8,-174.35,78.91,69,75,14.97,light rain
669,Semey,KZ,50.4111,80.2275,40.01,44,83,7.31,broken clouds
670,High Level,CA,58.5169,-117.136,39.31,60,75,8.05,broken clouds
671,Lerwick,GB,60.1545,-1.1494,53.6,92,100,23.87,overcast clouds
672,Faya,SA,18.3851,42.4509,60.91,30,90,7.34,overcast clouds
673,Nishihara,JP,26.1842,127.7558,70.88,76,20,0,few clouds
674,La Sarre,CA,48.8002,-79.1996,48.43,60,98,3.4,overcast clouds
675,Benghazi,LY,32.1167,20.0667,70.72,71,3,8.81,clear sky
676,Halifax,CA,44.6453,-63.5724,52.68,72,46,1.99,scattered clouds
677,Concordia,AR,-31.393,-58.0209,89.78,46,40,11.99,scattered clouds
678,Rio Grande,BR,-32.035,-52.0986,71.71,81,4,18.3,clear sky
679,La Concordia,NI,13.1953,-86.1667,83.71,71,85,4.25,overcast clouds
680,Inuvik,CA,68.3499,-133.7218,25.66,93,75,0,light snow
681,Saint-Augustin,CA,51.226,-58.6502,44.74,41,0,0.49,clear sky
682,Lehigh Acres,US,26.6254,-81.6248,82.98,59,75,7,broken clouds
683,Lata,PT,40.1629,-8.3327,67.93,94,100,19.93,moderate rain
684,Sakaraha,MG,-22.9,44.5333,59.41,64,9,3.27,clear sky
685,Asbestos,CA,45.7668,-71.9324,56.79,59,0,7.11,clear sky
686,Tambo,PE,-14.8,-73.9167,42.98,72,94,9.84,moderate rain
687,Moron,AR,-34.6534,-58.6198,85.93,56,75,11.7,broken clouds
688,Denpasar,ID,-8.65,115.2167,78.46,94,75,3.44,broken clouds
689,Milkovo,RU,54.7167,158.6167,26.82,95,55,2.55,broken clouds
690,Yulara,AU,-25.2406,130.9889,69.64,23,100,13.8,moderate rain
691,Hirado,JP,33.3597,129.5531,62.38,61,77,6.62,broken clouds
692,Chapais,CA,49.7834,-74.8492,53.38,62,31,5.48,scattered clouds
693,Tyup,KG,42.7276,78.3648,37.63,93,100,2.33,light rain
694,Tabas,IR,33.5959,56.9244,62.76,28,48,1.83,scattered clouds
695,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.2,75,1,4.61,clear sky
696,Krasnoselkup,RU,65.7,82.4667,24.75,98,58,5.55,light snow
697,Llangefni,GB,53.2556,-4.3106,53.73,90,40,26.46,moderate rain
698,Awbari,LY,26.5921,12.7805,68.76,33,43,6.33,scattered clouds
699,Ternate,ID,0.8,127.4,80.91,80,100,7.11,overcast clouds
700,Port Hedland,AU,-20.3167,118.5667,73.45,78,75,6.91,broken clouds
