City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Kifri,IQ,2021-10-28 21:14:47,34.6959,44.9661,74.12,31,100,8.95
297,Carman,CA,2021-10-28 21:14:48,49.4992,-98.0016,46.72,42,0,11.41
298,Lucapa,AO,2021-10-28 21:14:48,-8.4192,20.7447,63.63,95,100,4.18
299,Taoudenni,ML,2021-10-28 21:14:49,22.6783,-3.9836,86.45,29,98,7.99
300,Kurya,RU,2021-10-28 21:14:49,51.6003,82.2888,34.63,89,31,6.55
301,Huallanca,PE,2021-10-28 21:14:49,-9.8993,-76.9417,54.66,62,99,9.42
302,Calbuco,CL,2021-10-28 21:14:50,-41.768,-73.1273,61.81,75,27,4.85
303,Margate,GB,2021-10-28 21:14:50,51.3813,1.3862,59.31,78,52,4.0
304,Alofi,NU,2021-10-28 21:14:50,-19.0595,-169.9187,80.49,65,75,12.66
305,Kampot,KH,2021-10-28 21:10:31,10.6167,104.1833,76.91,91,49,3.98
306,Bluefields,NI,2021-10-28 21:14:51,12.0137,-83.7635,85.39,69,42,4.54
307,Nome,US,2021-10-28 21:14:52,64.5011,-165.4064,19.47,74,75,4.61
308,Bogorodskoye,RU,2021-10-28 21:14:52,56.55,37.8833,40.91,92,100,2.93
309,Fairbanks,US,2021-10-28 21:14:12,64.8378,-147.7164,24.76,91,75,0.0
310,Ponta Do Sol,PT,2021-10-28 21:11:51,32.6667,-17.1,69.71,74,63,7.16
311,Portland,US,2021-10-28 21:11:51,45.5234,-122.6762,69.78,83,90,1.01
312,Tarija,BO,2021-10-28 21:14:53,-21.5355,-64.7296,76.75,31,94,5.46
313,Tuscaloosa,US,2021-10-28 21:13:30,33.2098,-87.5692,64.9,80,90,12.66
314,Khorixas,NA,2021-10-28 21:14:54,-20.3667,14.9667,67.95,50,27,6.24
315,Cabedelo,BR,2021-10-28 21:14:54,-6.9811,-34.8339,81.27,71,85,15.3
316,Luganville,VU,2021-10-28 21:14:54,-15.5333,167.1667,81.68,77,9,6.91
317,Talnakh,RU,2021-10-28 21:14:55,69.4865,88.3972,-5.44,95,100,9.24
318,Inhuma,BR,2021-10-28 21:14:55,-6.6683,-41.7078,91.29,23,55,7.49
319,Carnarvon,AU,2021-10-28 21:14:55,-24.8667,113.6333,62.67,59,0,18.41
320,Antsohihy,MG,2021-10-28 21:14:56,-14.8796,47.9875,75.83,85,9,2.8
321,Luderitz,NA,2021-10-28 21:14:56,-26.6481,15.1594,58.14,90,5,5.46
322,Hailey,US,2021-10-28 21:14:56,43.5196,-114.3153,57.06,51,40,9.22
323,Chik,RU,2021-10-28 21:14:57,54.9928,82.4311,33.55,51,0,11.18
324,Banjarmasin,ID,2021-10-28 21:14:57,-3.3244,114.591,75.34,95,97,1.66
325,Sao Domingos Do Maranhao,BR,2021-10-28 21:15:57,-5.5758,-44.3853,85.55,47,62,4.61
326,Nouakchott,MR,2021-10-28 21:15:58,18.0858,-15.9785,82.33,67,100,17.49
327,Bilibino,RU,2021-10-28 21:12:28,68.0546,166.4372,-21.41,98,13,3.56
328,Atambua,ID,2021-10-28 21:15:58,-9.1061,124.8925,75.85,85,100,2.24
329,Bardiyah,LY,2021-10-28 21:15:59,31.7561,25.0865,70.68,81,64,9.64
330,Gwadar,PK,2021-10-28 21:15:59,25.1216,62.3254,78.4,61,0,7.27
331,New London,US,2021-10-28 21:16:00,41.4834,-72.0662,54.77,71,90,3.0
332,Balaipungut,ID,2021-10-28 21:16:00,1.05,101.2833,74.73,96,100,2.42
333,Lasa,IT,2021-10-28 21:16:00,46.6166,10.7002,43.68,44,7,3.47
334,Harper,LR,2021-10-28 21:16:01,4.375,-7.7169,78.22,84,96,5.82
335,Broken Hill,AU,2021-10-28 21:16:01,-31.95,141.4333,57.15,61,0,13.4
336,Lavrentiya,RU,2021-10-28 21:16:02,65.5833,-171.0,16.47,83,100,7.05
337,Diamantino,BR,2021-10-28 21:16:03,-14.4086,-56.4461,85.3,58,96,2.98
338,Lompoc,US,2021-10-28 21:16:03,34.6391,-120.4579,91.78,25,1,11.5
339,Bhawanigarh,IN,2021-10-28 21:16:04,30.2667,76.035,67.55,43,0,2.68
340,Souillac,MU,2021-10-28 21:16:04,-20.5167,57.5167,75.36,88,40,11.5
341,Pochutla,MX,2021-10-28 21:16:05,15.7432,-96.4661,88.65,73,59,5.53
342,Portales,US,2021-10-28 21:16:05,34.1862,-103.3344,68.32,23,1,1.99
343,Ampanihy,MG,2021-10-28 21:16:05,-24.7,44.75,61.99,62,61,11.54
344,Kogon,UZ,2021-10-28 21:16:06,39.7228,64.5517,42.84,75,90,4.61
345,Hervey Bay,AU,2021-10-28 21:16:06,-25.2986,152.8535,80.02,74,24,17.74
346,Dingle,PH,2021-10-28 21:16:07,10.9995,122.6711,74.82,92,88,6.78
347,Mananjary,MG,2021-10-28 21:16:07,-21.2167,48.3333,66.79,84,100,11.32
348,Tautira,PF,2021-10-28 21:16:07,-17.7333,-149.15,77.02,81,35,10.4
349,Mocajuba,BR,2021-10-28 21:13:30,-2.5842,-49.5072,82.8,68,89,1.79
350,Bubaque,GW,2021-10-28 21:16:08,11.2833,-15.8333,81.18,77,45,12.12
351,George Town,MY,2021-10-28 21:15:28,5.4112,100.3354,78.73,88,40,0.0
352,Mitsamiouli,KM,2021-10-28 21:16:09,-11.3847,43.2844,79.21,75,9,0.92
353,Rapid Valley,US,2021-10-28 21:16:09,44.0625,-103.1463,58.32,30,1,1.99
354,Santa Vitoria,BR,2021-10-28 21:16:09,-18.8386,-50.1214,82.45,52,62,6.76
355,Inta,RU,2021-10-28 21:16:10,66.0317,60.1659,11.12,94,27,10.69
356,Krasnyy Yar,RU,2021-10-28 21:16:10,46.5331,48.3456,48.13,93,100,3.71
357,Agbor,NG,2021-10-28 21:16:11,6.2518,6.1934,74.43,95,94,2.73
358,Carutapera,BR,2021-10-28 21:16:11,-1.195,-46.02,78.94,78,77,5.91
359,Marzuq,YE,2021-10-28 21:12:49,14.4,46.4667,72.72,30,6,2.24
360,Bosaso,SO,2021-10-28 21:16:12,11.2842,49.1816,79.3,60,0,5.93
361,Shepsi,RU,2021-10-28 21:16:12,44.0361,39.1489,54.16,67,100,2.57
362,Brigantine,US,2021-10-28 21:16:13,39.4101,-74.3646,60.85,82,90,9.22
363,Ekhabi,RU,2021-10-28 21:16:13,53.5102,142.9671,30.69,93,15,3.11
364,Hofn,IS,2021-10-28 21:16:13,64.2539,-15.2082,42.71,89,100,14.76
365,Umm Lajj,SA,2021-10-28 21:16:14,25.0213,37.2685,81.68,52,0,4.03
366,Barroquinha,BR,2021-10-28 21:17:14,-3.0189,-41.1361,81.0,75,63,9.64
367,Pangnirtung,CA,2021-10-28 21:17:14,66.1451,-65.7125,32.0,100,90,9.22
368,Mangan,IN,2021-10-28 21:17:15,27.5167,88.5333,61.05,52,1,6.73
369,Labuhan,ID,2021-10-28 21:13:08,-6.8844,112.2051,79.39,84,100,6.44
370,Chardara,KZ,2021-10-28 21:17:15,41.2547,67.9692,47.88,79,100,6.76
371,Mitu,CO,2021-10-28 21:16:28,1.1983,-70.1733,75.97,85,100,1.41
372,Bereda,ES,2021-10-28 21:17:16,43.2686,-7.5406,58.01,99,100,6.6
373,Quatre Cocos,MU,2021-10-28 21:17:16,-20.2078,57.7625,75.09,76,5,9.17
374,Krasnoselkup,RU,2021-10-28 21:17:17,65.7,82.4667,19.8,94,100,21.41
375,Sosnogorsk,RU,2021-10-28 21:17:17,63.6023,53.8817,21.49,82,86,12.46
376,Matagami,CA,2021-10-28 21:17:17,49.7502,-77.6328,53.71,43,1,4.61
377,Esperance,AU,2021-10-28 21:17:18,-33.8667,121.9,49.84,75,85,10.0
378,Maceio,BR,2021-10-28 21:15:10,-9.6658,-35.7353,81.84,78,0,9.22
379,Turbat,PK,2021-10-28 21:17:18,26.0023,63.044,76.98,47,0,2.55
380,Toba,JP,2021-10-28 21:17:19,34.4833,136.85,59.0,62,11,17.74
381,Nioro,GM,2021-10-28 21:17:19,13.35,-15.75,77.31,73,100,2.13
382,Henties Bay,NA,2021-10-28 21:17:19,-22.116,14.2845,60.85,88,12,7.34
383,Zlitan,LY,2021-10-28 21:17:20,32.4674,14.5687,69.19,67,1,14.81
384,Ajdabiya,LY,2021-10-28 21:17:20,30.7554,20.2263,70.75,77,85,6.38
385,Mogadishu,SO,2021-10-28 21:16:28,2.0371,45.3438,79.43,74,83,9.15
386,Lufilufi,WS,2021-10-28 21:17:21,-13.8745,-171.5986,83.98,74,64,20.65
387,Raga,SS,2021-10-28 21:17:21,8.4596,25.678,77.31,64,71,2.62
388,Dali,CN,2021-10-28 21:17:21,25.7,100.1833,53.74,94,8,3.76
389,Kalianget,ID,2021-10-28 21:17:22,-7.05,113.9333,82.45,76,100,1.95
390,San Joaquin,US,2021-10-28 21:17:22,37.9333,-121.3011,78.48,62,1,3.44
391,Puerto Escondido,MX,2021-10-28 21:17:23,15.85,-97.0667,90.43,55,40,6.91
392,Tocache,PE,2021-10-28 21:17:23,-8.1842,-76.5125,84.96,63,92,2.24
393,Denpasar,ID,2021-10-28 21:15:34,-8.65,115.2167,80.26,94,40,3.44
394,Walvis Bay,NA,2021-10-28 21:17:24,-22.9575,14.5053,61.09,82,79,2.3
395,Muravlenko,RU,2021-10-28 21:17:24,63.7898,74.523,28.51,96,100,15.14
396,Naziya,RU,2021-10-28 21:17:25,59.8,31.3833,46.54,24,100,10.98
397,Nishihara,JP,2021-10-28 21:17:25,26.1842,127.7558,69.08,64,20,5.75
398,Saint-Joseph,RE,2021-10-28 21:17:25,-21.3667,55.6167,71.98,79,4,2.89
399,Goderich,CA,2021-10-28 21:15:36,43.7501,-81.7165,56.91,66,100,13.8
400,Hasaki,JP,2021-10-28 21:17:26,35.7333,140.8333,54.0,54,91,30.49
401,Petropavlovsk-Kamchatskiy,RU,2021-10-28 21:17:26,53.0452,158.6483,30.79,93,75,8.95
402,Jaru,BR,2021-10-28 21:17:27,-10.4389,-62.4664,87.1,57,62,2.66
403,Kaili,ID,2021-10-28 21:17:27,-3.4626,120.2147,67.73,89,77,2.64
404,Kiama,AU,2021-10-28 21:17:27,-34.6833,150.8667,78.28,44,90,8.99
405,Emerald,AU,2021-10-28 21:17:28,-23.5333,148.1667,73.35,70,92,11.52
406,Vershino-Darasunskiy,RU,2021-10-28 21:17:28,52.35,115.5167,30.65,72,100,3.69
407,Samur,RU,2021-10-28 21:17:28,41.8253,48.486,49.84,73,0,2.55
408,Cayenne,GF,2021-10-28 21:17:29,4.9333,-52.3333,84.24,77,0,1.01
409,Charters Towers,AU,2021-10-28 21:17:29,-20.1,146.2667,72.43,78,5,8.66
410,Hay River,CA,2021-10-28 21:17:30,60.8156,-115.7999,39.18,75,75,5.75
411,Buriti,BR,2021-10-28 21:17:30,-22.9302,-45.3881,71.17,100,90,6.91
412,La Primavera,CO,2021-10-28 21:16:07,5.4906,-70.4092,79.27,78,84,6.42
413,Athabasca,CA,2021-10-28 21:17:31,54.7169,-113.2854,49.69,26,24,9.53
414,Satipo,PE,2021-10-28 21:17:31,-11.2522,-74.6386,81.46,63,90,3.51
415,Severomuysk,RU,2021-10-28 21:18:31,56.1481,113.4267,2.57,93,82,4.79
416,Nouadhibou,MR,2021-10-28 21:18:32,20.931,-17.0347,71.58,64,6,11.5
417,Vredendal,ZA,2021-10-28 21:18:32,-31.6683,18.5012,61.36,79,0,7.09
418,Le Mars,US,2021-10-28 21:18:32,42.7942,-96.1656,56.71,67,40,17.27
419,Trogir,HR,2021-10-28 21:18:33,43.5125,16.2517,57.25,62,0,5.75
420,Norman Wells,CA,2021-10-28 21:18:33,65.282,-126.8329,23.04,86,90,8.05
421,Mahibadhoo,MV,2021-10-28 21:18:33,3.7833,72.9667,81.88,75,24,10.02
422,Oliveira Do Hospital,PT,2021-10-28 21:14:28,40.3618,-7.8601,58.08,71,100,5.91
423,Marrakesh,MA,2021-10-28 21:18:34,31.6315,-8.0083,68.07,56,40,2.3
424,Jaque,PA,2021-10-28 21:18:34,7.5175,-78.1703,81.86,78,63,3.51
425,College,US,2021-10-28 21:18:35,64.8569,-147.8028,25.29,91,90,4.61
426,Powell River,CA,2021-10-28 21:15:28,49.8496,-124.5361,48.07,100,90,6.91
427,Multai,IN,2021-10-28 21:18:35,21.7667,78.25,60.26,53,2,7.94
428,Yerbogachen,RU,2021-10-28 21:18:36,61.2767,108.0108,17.29,79,94,12.17
429,Castrillon,ES,2021-10-28 21:18:36,43.3979,-6.7922,55.94,88,100,6.98
430,Belo Oriente,BR,2021-10-28 21:18:36,-19.22,-42.4836,82.15,73,97,0.51
431,Canon City,US,2021-10-28 21:18:37,38.441,-105.2424,69.62,30,1,7.0
432,Bratsk,RU,2021-10-28 21:18:37,56.1325,101.6142,18.09,60,32,2.73
433,Vilyuysk,RU,2021-10-28 21:18:37,63.7553,121.6247,20.68,84,100,12.64
434,Itaueira,BR,2021-10-28 21:18:38,-7.6033,-43.0256,87.71,27,0,2.82
435,Aykhal,RU,2021-10-28 21:18:38,66.0,111.5,3.72,95,100,18.05
436,Sumbe,AO,2021-10-28 21:18:39,-11.2061,13.8437,75.04,82,99,9.51
437,De Aar,ZA,2021-10-28 21:18:39,-30.6497,24.0123,60.42,74,100,9.15
438,Bondoukou,CI,2021-10-28 21:18:39,8.0333,-2.8,74.05,89,99,3.33
439,Upernavik,GL,2021-10-28 21:18:40,72.7868,-56.1549,19.8,59,97,4.52
440,Liwale,TZ,2021-10-28 21:18:40,-9.7667,37.9333,73.58,74,45,4.18
441,Jaguaribe,BR,2021-10-28 21:18:40,-5.8906,-38.6219,92.32,21,41,6.31
442,Birin,NP,2021-10-28 21:18:41,26.8865,88.0718,52.25,73,0,5.39
443,Finnsnes,NO,2021-10-28 21:18:41,69.2296,17.9811,43.41,100,100,5.79
444,Kungurtug,RU,2021-10-28 21:18:42,50.5994,97.5228,30.63,90,100,1.19
445,Berlevag,NO,2021-10-28 21:18:42,70.8578,29.0864,30.15,86,75,23.02
446,Avallon,FR,2021-10-28 21:18:42,47.4833,3.9,50.54,78,12,6.82
447,Cap Malheureux,MU,2021-10-28 21:18:43,-19.9842,57.6142,75.47,72,13,3.0
448,Revelganj,IN,2021-10-28 21:18:43,25.7833,84.6667,62.51,56,0,5.14
449,Bilma,NE,2021-10-28 21:18:43,18.6853,12.9164,83.19,15,51,6.69
450,Kingsville,US,2021-10-28 21:18:44,27.5159,-97.8561,88.21,14,1,8.01
451,Schwedt,DE,2021-10-28 21:18:44,53.0596,14.2815,54.81,64,10,10.42
452,Dmitriyevka,RU,2021-10-28 21:18:45,54.75,55.3333,35.15,75,100,10.31
453,Marsaxlokk,MT,2021-10-28 21:18:45,35.8419,14.5431,62.08,100,75,18.41
454,Sikasso,ML,2021-10-28 21:18:45,10.9167,-7.0,81.68,58,68,0.89
455,Atar,MR,2021-10-28 21:18:46,20.5169,-13.0499,80.65,41,93,2.1
456,Brae,GB,2021-10-28 21:18:46,60.3964,-1.353,51.71,86,100,4.09
457,Panzhihua,CN,2021-10-28 21:18:47,26.5851,101.7128,59.99,96,17,1.95
458,Veshenskaya,RU,2021-10-28 21:18:47,49.6303,41.7334,47.25,84,100,10.67
459,Sayyan,YE,2021-10-28 21:18:47,15.1718,44.3244,55.54,30,6,9.06
460,Karratha,AU,2021-10-28 21:18:48,-20.7377,116.8463,70.32,46,1,11.12
461,Minnedosa,CA,2021-10-28 21:19:48,50.2453,-99.8436,54.16,34,0,15.88
462,Sarakhs,IR,2021-10-28 21:19:48,36.5449,61.1577,44.87,74,0,5.73
463,Savelugu,GH,2021-10-28 21:19:49,9.6244,-0.8253,75.7,82,98,7.99
464,Malavalli,IN,2021-10-28 21:19:49,12.3833,77.0833,69.06,78,100,3.4
465,Cece,HU,2021-10-28 21:19:49,46.7706,18.6283,46.98,54,18,4.23
466,Kempele,FI,2021-10-28 21:19:50,64.9131,25.5034,45.95,94,90,8.05
467,Kudahuvadhoo,MV,2021-10-28 21:19:50,2.6708,72.8944,81.1,77,70,9.28
468,Gorontalo,ID,2021-10-28 21:19:50,0.5412,123.0595,75.0,95,49,3.02
469,Somerset,US,2021-10-28 21:18:32,40.5668,-74.5496,62.08,75,20,4.0
470,Antofagasta,CL,2021-10-28 21:19:51,-23.65,-70.4,63.68,68,31,7.52
471,Carlet,ES,2021-10-28 21:19:51,39.2333,-0.5167,65.37,88,73,1.99
472,Lokoja,NG,2021-10-28 21:19:52,7.8024,6.743,77.56,85,90,3.11
473,Northam,GB,2021-10-28 21:19:52,51.0333,-4.2167,59.34,96,100,4.54
474,Bridlington,GB,2021-10-28 21:19:53,54.0831,-0.1919,57.38,83,100,22.57
475,Archidona,ES,2021-10-28 21:19:53,37.0965,-4.3887,57.58,74,84,4.52
476,Lerwick,GB,2021-10-28 21:19:53,60.1545,-1.1494,51.8,91,100,7.02
477,Clyde,US,2021-10-28 21:19:54,41.3042,-82.9752,64.81,80,100,12.84
478,Priiskovyy,RU,2021-10-28 21:19:54,51.9333,116.6333,32.32,83,57,0.96
479,North Bend,US,2021-10-28 21:19:54,43.4065,-124.2243,78.94,73,75,11.5
480,Bathsheba,BB,2021-10-28 21:19:55,13.2167,-59.5167,83.01,69,20,11.5
481,Paamiut,GL,2021-10-28 21:19:55,61.994,-49.6678,33.28,72,100,17.54
482,Jiangyou,CN,2021-10-28 21:19:56,31.7667,104.7167,57.18,86,100,2.62
483,Gewane,ET,2021-10-28 21:16:16,10.1664,40.6453,81.28,23,75,10.4
484,Padang,ID,2021-10-28 21:19:56,-0.9492,100.3543,78.21,80,100,3.31
485,Aswan,EG,2021-10-28 21:19:57,24.0934,32.907,82.47,27,31,7.9
486,Porto Walter,BR,2021-10-28 21:19:57,-8.2686,-72.7439,81.59,69,100,4.63
487,Samborondon,EC,2021-10-28 21:19:57,-1.95,-79.7333,90.73,36,34,8.14
488,El Seibo,DO,2021-10-28 21:19:58,18.7641,-69.0375,85.53,74,7,8.19
489,Hobyo,SO,2021-10-28 21:19:58,5.3505,48.5268,79.77,77,4,6.98
490,Kovernino,RU,2021-10-28 21:19:58,57.1253,43.8142,30.79,78,56,9.19
491,Christchurch,NZ,2021-10-28 21:17:49,-43.5333,172.6333,60.91,89,90,1.99
492,Annigeri,IN,2021-10-28 21:19:59,15.4333,75.4333,70.11,73,64,12.21
493,Dzhida,RU,2021-10-28 21:19:59,50.6772,106.1806,32.0,73,100,6.71
494,Nanning,CN,2021-10-28 21:19:59,22.8167,108.3167,68.45,85,100,1.77
495,Sarny,UA,2021-10-28 21:20:00,51.338,26.6019,47.17,91,23,4.27
496,Banamba,ML,2021-10-28 21:20:01,13.55,-7.45,80.38,54,98,9.37
497,Fratautii Noi,RO,2021-10-28 21:20:01,47.9426,25.8447,46.4,73,17,2.86
498,Chernogorsk,RU,2021-10-28 21:20:02,53.8236,91.2842,17.17,86,6,4.47
499,Altay,CN,2021-10-28 21:20:03,47.8667,88.1167,37.67,59,96,5.5
500,Shirgaon,IN,2021-10-28 21:20:04,19.7,72.7,77.54,54,30,11.79
501,Umm Bab,QA,2021-10-28 21:20:04,25.2142,50.8072,78.48,61,100,9.42
502,Katherine,AU,2021-10-28 21:20:05,-14.4667,132.2667,82.72,74,40,4.61
503,Southbridge,US,2021-10-28 21:20:06,42.0751,-72.0334,52.14,77,10,5.7
504,Quimper,FR,2021-10-28 21:20:07,48.0,-4.1,61.61,82,75,14.97
505,Naze,JP,2021-10-28 21:20:07,28.3667,129.4833,66.76,63,14,7.99
506,Dabat,ET,2021-10-28 21:20:08,12.9842,37.765,56.73,67,100,4.27
507,Kokkola,FI,2021-10-28 21:20:08,63.8385,23.1307,47.93,92,90,9.22
508,Nemuro,JP,2021-10-28 21:16:43,43.3236,145.575,50.16,78,32,23.91
509,Richards Bay,ZA,2021-10-28 21:21:09,-28.783,32.0377,66.56,72,76,13.96
510,Lenger,KZ,2021-10-28 21:21:09,42.183,69.8839,38.64,86,99,0.45
511,Bondo,CD,2021-10-28 21:21:10,3.8146,23.6866,69.46,97,98,2.08
512,Nicoya,CR,2021-10-28 21:21:10,10.1483,-85.452,83.75,81,98,2.98
513,Ambilobe,MG,2021-10-28 21:21:11,-13.2,49.05,73.22,91,65,2.26
514,Port-Gentil,GA,2021-10-28 21:21:11,-0.7193,8.7815,78.76,83,40,8.05
515,Kununurra,AU,2021-10-28 21:17:56,-15.7667,128.7333,78.78,83,100,4.61
516,Bani,DO,2021-10-28 21:21:12,18.2833,-70.3333,85.75,71,13,7.56
517,Crixas,BR,2021-10-28 21:21:12,-14.5489,-49.9692,88.81,36,99,4.07
518,Muros,ES,2021-10-28 21:21:12,42.7762,-9.0603,62.24,90,100,8.48
519,Mercedes,AR,2021-10-28 21:21:13,-34.6515,-59.4307,92.17,32,59,18.19
520,Grants,US,2021-10-28 21:21:13,35.1473,-107.8514,62.83,23,1,20.71
521,Kroya,ID,2021-10-28 21:21:13,-7.6331,109.2461,78.03,88,99,1.79
522,Coihaique,CL,2021-10-28 21:21:14,-45.5752,-72.0662,62.55,42,75,11.5
523,Katobu,ID,2021-10-28 21:21:15,-4.9408,122.5276,75.29,92,90,2.39
524,Cap-Aux-Meules,CA,2021-10-28 21:20:03,47.3821,-61.8597,46.45,76,75,24.16
525,Alyangula,AU,2021-10-28 21:21:15,-13.8483,136.4192,81.88,71,74,10.87
526,Andenes,NO,2021-10-28 21:21:15,69.3143,16.1194,42.08,93,75,3.44
527,Abalak,RU,2021-10-28 21:21:16,58.1286,68.5944,33.64,97,100,12.1
528,Raton,US,2021-10-28 21:21:16,36.9034,-104.4391,59.65,20,1,8.05
529,Boshnyakovo,RU,2021-10-28 21:17:49,49.6333,142.1667,32.72,83,7,8.43
530,Namibe,AO,2021-10-28 21:21:17,-15.1961,12.1522,66.9,70,19,7.54
531,Dauphin,CA,2021-10-28 21:21:17,51.1494,-100.0502,55.54,47,1,18.41
532,Galle,LK,2021-10-28 21:21:18,6.0367,80.217,76.64,90,100,5.64
533,Tarakan,ID,2021-10-28 21:21:18,3.3,117.6333,78.3,94,40,6.91
534,Lumberton,US,2021-10-28 21:21:18,34.6182,-79.0086,67.33,93,100,5.68
535,Watsa,CD,2021-10-28 21:21:19,3.0372,29.5355,65.41,94,21,1.74
536,Nacala,MZ,2021-10-28 21:21:19,-14.5428,40.6728,74.66,73,20,11.54
537,Basqal,AZ,2021-10-28 21:21:19,40.7552,48.391,27.12,67,0,3.67
538,Katsuura,JP,2021-10-28 21:21:20,35.1333,140.3,57.31,56,82,21.77
539,Camana,PE,2021-10-28 21:21:20,-16.6228,-72.7111,67.55,77,56,7.38
540,Zemio,CF,2021-10-28 21:21:20,5.0314,25.1361,71.24,92,99,1.39
541,Pietarsaari,FI,2021-10-28 21:21:21,63.65,22.6833,49.46,100,100,10.09
542,Samarai,PG,2021-10-28 21:21:21,-10.6167,150.6667,82.76,79,27,11.03
543,Gardenstown,GB,2021-10-28 21:21:22,57.671,-2.336,51.82,94,100,9.89
544,Anadyr,RU,2021-10-28 21:21:14,64.75,177.4833,-3.5,84,0,8.95
545,Pampas,PE,2021-10-28 21:21:22,-12.4,-74.9,59.0,58,62,8.59
546,Hirara,JP,2021-10-28 21:21:22,24.8,125.2833,74.73,62,36,15.84
547,Namatanai,PG,2021-10-28 21:21:23,-3.6667,152.4333,82.47,75,95,5.79
548,Belyy Yar,RU,2021-10-28 21:21:20,53.6039,91.3903,17.49,86,5,4.47
549,Truro,GB,2021-10-28 21:18:04,50.2653,-5.0544,59.56,100,75,17.27
550,Cotonou,BJ,2021-10-28 21:21:23,6.3654,2.4183,80.29,77,20,4.97
551,Tarko-Sale,RU,2021-10-28 21:21:24,64.9225,77.785,26.17,96,100,20.58
552,Kilimatinde,TZ,2021-10-28 21:21:24,-5.85,34.95,75.15,44,58,7.45
553,Goma,CD,2021-10-28 21:21:24,-1.6792,29.2228,63.45,92,100,0.65
554,Gurupi,BR,2021-10-28 21:22:25,-11.7292,-49.0686,91.02,24,7,2.48
555,Mount Isa,AU,2021-10-28 21:22:25,-20.7333,139.5,73.17,94,82,4.61
556,Buala,SB,2021-10-28 21:22:26,-8.145,159.5921,83.7,76,67,5.41
557,Villamontes,BO,2021-10-28 21:20:28,-21.25,-63.5,101.32,17,27,10.49
558,Itarema,BR,2021-10-28 21:22:26,-2.9248,-39.9167,80.49,74,5,15.79
559,Gazanjyk,TM,2021-10-28 21:22:27,39.2446,55.5154,47.07,62,0,10.13
